VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
,2020-06-12 17:09:00,2020-06-12 17:24:00,,3.67,,,137,143,,12.92,0,0.5,0,0,0.3,16.22,2.5
2,2020-06-27 12:32:04,2020-06-27 12:35:30,2,.95,1,N,249,234,1,5,0,0.5,1,0,0.3,9.3,2.5
2,2020-06-20 17:34:02,2020-06-20 17:41:24,2,1.95,1,N,75,42,2,8,0,0.5,0,0,0.3,8.8,0
2,2020-06-09 14:15:11,2020-06-09 14:21:39,2,1.52,1,N,142,239,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,2020-06-13 12:26:51,2020-06-13 12:39:30,1,3.59,1,N,229,202,1,13,0,0.5,3.26,0,0.3,19.56,2.5
2,2020-06-16 17:31:34,2020-06-16 17:45:36,1,4.04,1,N,90,263,1,13.5,1,0.5,3.56,0,0.3,21.36,2.5
1,2020-06-27 16:27:06,2020-06-27 16:32:17,2,1.40,1,N,249,231,1,6.5,2.5,0.5,2.45,0,0.3,12.25,2.5
1,2020-06-23 11:49:45,2020-06-23 12:00:19,1,2.40,1,N,107,141,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
2,2020-06-27 01:52:06,2020-06-27 01:59:19,1,3.39,1,N,41,239,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,2020-06-28 14:07:44,2020-06-28 14:20:06,1,3.34,1,N,170,239,1,12,0,0.5,3.83,0,0.3,19.13,2.5
2,2020-06-07 14:31:03,2020-06-07 14:38:02,1,1.32,1,N,48,186,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-06-06 22:08:26,2020-06-06 23:44:12,2,31.37,2,N,132,261,1,52,0,0.5,50,0,0.3,105.3,2.5
2,2020-06-11 17:26:13,2020-06-11 17:41:47,1,2.89,1,N,186,4,1,13,1,0.5,3.46,0,0.3,20.76,2.5
1,2020-06-04 17:50:40,2020-06-04 17:54:08,0,.80,1,N,246,158,2,5,3.5,0.5,0,0,0.3,9.3,2.5
2,2020-06-24 11:04:44,2020-06-24 11:10:30,1,.98,1,N,74,75,1,6,0,0.5,1.7,0,0.3,8.5,0
2,2020-06-09 17:22:52,2020-06-09 17:23:18,1,.14,1,N,48,48,2,2.5,1,0.5,0,0,0.3,6.8,2.5
2,2020-06-14 02:43:01,2020-06-14 02:54:48,1,4.82,1,N,144,255,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2020-06-09 17:47:36,2020-06-09 17:58:39,1,2.69,1,N,43,107,1,10.5,1,0.5,4.44,0,0.3,19.24,2.5
,2020-06-25 10:59:00,2020-06-25 11:11:00,,2.36,,,242,3,,14.95,0,0.5,2.75,0,0.3,18.5,0
2,2020-06-11 06:29:42,2020-06-11 06:32:47,1,.49,1,N,100,230,1,4,0,0.5,0.5,0,0.3,7.8,2.5
2,2020-06-15 14:39:50,2020-06-15 14:50:10,6,1.85,1,N,43,143,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
1,2020-06-02 09:19:37,2020-06-02 09:38:28,1,2.80,1,N,161,163,2,14,2.5,0.5,0,0,0.3,17.3,2.5
1,2020-06-16 08:01:39,2020-06-16 08:11:55,1,2.10,1,N,163,75,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,2020-06-04 08:14:25,2020-06-04 08:17:45,0,.40,1,N,75,75,1,4.5,0,0.5,1,0,0.3,6.3,0
1,2020-06-28 12:52:46,2020-06-28 13:11:36,1,9.50,1,N,170,192,2,28.5,2.5,0.5,0,6.12,0.3,37.92,2.5
2,2020-06-30 10:44:40,2020-06-30 10:55:03,1,1.77,1,N,42,237,2,8.5,0,0.5,0,0,0.3,11.8,2.5
2,2020-06-18 08:37:37,2020-06-18 08:46:08,1,1.67,1,N,186,161,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-06-01 14:23:07,2020-06-01 14:31:29,1,1.10,1,N,48,161,1,7.5,0,0.5,3.24,0,0.3,14.04,2.5
1,2020-06-10 10:32:31,2020-06-10 10:40:43,2,1.50,1,N,243,244,2,8,0,0.5,0,0,0.3,8.8,0
1,2020-06-19 06:15:43,2020-06-19 06:27:19,1,3.20,1,N,186,209,2,11.5,2.5,0.5,0,0,0.3,14.8,2.5
1,2020-06-24 11:21:47,2020-06-24 11:30:20,2,1.20,1,N,162,141,2,7,2.5,0.5,0,0,0.3,10.3,2.5
2,2020-06-12 17:24:40,2020-06-12 17:46:50,1,5.21,1,N,107,74,1,19,1,0.5,4.66,0,0.3,27.96,2.5
1,2020-06-01 11:03:14,2020-06-01 11:08:28,0,.00,1,N,169,169,2,5,0,0.5,0,0,0.3,5.8,0
1,2020-06-16 16:54:58,2020-06-16 17:01:57,1,1.30,1,N,24,239,1,7,3.5,0.5,2.25,0,0.3,13.55,2.5
2,2020-06-17 09:47:57,2020-06-17 10:00:43,1,2.15,1,N,170,249,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,2020-06-24 11:43:00,2020-06-24 11:49:02,1,1.00,1,N,75,238,2,6.5,0,0.5,0,0,0.3,7.3,0
1,2020-06-07 18:38:49,2020-06-07 18:43:06,1,.60,1,N,186,48,1,5,2.5,0.5,2,0,0.3,10.3,2.5
1,2020-06-29 19:42:30,2020-06-29 19:49:02,1,1.20,1,N,234,158,1,6.5,3.5,0.5,1,0,0.3,11.8,2.5
2,2020-06-10 12:05:20,2020-06-10 12:15:02,1,2.48,1,N,42,243,2,10,0,0.5,0,0,0.3,10.8,0
2,2020-06-13 22:27:10,2020-06-13 22:38:02,1,3.37,1,N,230,75,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,2020-06-18 13:12:47,2020-06-18 13:18:38,1,.87,1,N,236,262,1,6,0,0.5,1.86,0,0.3,11.16,2.5
1,2020-06-15 18:07:49,2020-06-15 18:40:00,1,5.70,1,N,244,263,1,25,3.5,0.5,1,0,0.3,30.3,2.5
2,2020-06-22 13:34:25,2020-06-22 13:43:23,1,1.56,1,N,170,229,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-06-09 08:22:40,2020-06-09 08:28:30,1,1.14,1,N,238,75,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-06-09 15:57:17,2020-06-09 16:05:25,1,2.00,1,N,163,75,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5
2,2020-06-22 10:26:30,2020-06-22 10:50:53,1,8.53,1,N,237,33,1,28,0,0.5,0,0,0.3,31.3,2.5
2,2020-06-25 07:24:39,2020-06-25 07:25:03,1,.08,1,N,48,48,2,2.5,0,0.5,0,0,0.3,5.8,2.5
1,2020-06-30 15:08:32,2020-06-30 15:17:57,1,1.60,1,N,151,42,2,8.5,0,0.5,0,0,0.3,9.3,0
2,2020-06-11 14:31:26,2020-06-11 14:39:46,1,1.49,1,N,236,237,2,8,0,0.5,0,0,0.3,11.3,2.5
1,2020-06-16 17:05:34,2020-06-16 17:27:31,1,5.60,1,N,74,234,1,21.5,3.5,0.5,5.15,0,0.3,30.95,2.5
2,2020-06-20 08:53:31,2020-06-20 08:59:20,1,2.15,1,N,107,229,2,8,0,0.5,0,0,0.3,11.3,2.5
1,2020-06-02 16:17:20,2020-06-02 16:22:05,0,.70,1,N,75,236,2,5,3.5,0.5,0,0,0.3,9.3,2.5
1,2020-06-20 11:44:04,2020-06-20 11:49:13,1,.70,1,N,114,148,1,5.5,2.5,0.5,4,0,0.3,12.8,2.5
2,2020-06-29 18:02:24,2020-06-29 18:09:24,2,1.40,1,N,142,48,1,7,1,0.5,2.7,0,0.3,14,2.5
1,2020-06-06 13:05:16,2020-06-06 13:08:52,1,.50,1,N,142,239,1,4.5,2.5,0.5,1.17,0,0.3,8.97,2.5
2,2020-06-03 19:47:25,2020-06-03 19:55:06,1,2.35,1,N,140,75,1,9,1,0.5,2.66,0,0.3,15.96,2.5
2,2020-06-01 20:48:08,2020-06-01 21:04:37,1,3.05,1,N,137,50,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
1,2020-06-09 08:55:43,2020-06-09 09:02:37,1,.50,1,N,68,68,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,2020-06-09 12:17:59,2020-06-09 12:22:46,3,.60,1,N,170,164,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,2020-06-11 15:00:01,2020-06-11 15:22:31,2,6.07,1,N,164,65,1,21,0,0.5,4.86,0,0.3,29.16,2.5
2,2020-06-24 06:51:40,2020-06-24 06:57:41,5,1.29,1,N,170,68,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5
2,2020-06-10 15:38:58,2020-06-10 15:45:11,1,1.03,1,N,239,151,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-06-03 14:40:55,2020-06-03 14:46:58,1,1.73,1,N,68,50,2,7.5,0,0.5,0,0,0.3,10.8,2.5
1,2020-06-04 16:57:19,2020-06-04 17:15:25,2,4.10,1,N,164,74,2,16.5,3.5,0.5,0,0,0.3,20.8,2.5
2,2020-06-03 11:37:01,2020-06-03 11:44:09,4,.93,1,N,229,140,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-06-30 19:30:00,2020-06-30 19:39:13,1,3.00,1,N,100,231,1,10.5,3.5,0.5,1,0,0.3,15.8,2.5
2,2020-06-24 10:01:52,2020-06-24 10:10:26,6,1.91,1,N,137,144,1,8.5,0,0.5,2.95,0,0.3,14.75,2.5
1,2020-06-15 11:42:41,2020-06-15 11:52:41,1,1.10,1,N,236,140,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
1,2020-06-10 23:53:08,2020-06-10 23:57:33,1,.80,1,N,79,114,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020-06-24 22:22:56,2020-06-24 22:29:54,1,2.21,1,N,249,100,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020-06-15 19:16:01,2020-06-15 19:19:48,1,1.01,1,N,43,238,2,5.5,1,0.5,0,0,0.3,9.8,2.5
2,2020-06-11 06:06:30,2020-06-11 06:15:42,1,3.11,1,N,95,135,1,11.5,0,0.5,2.46,0,0.3,14.76,0
2,2020-06-18 08:31:49,2020-06-18 08:37:40,2,1.33,1,N,140,263,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-06-18 10:38:49,2020-06-18 11:00:17,3,3.96,1,N,141,113,2,16.5,0,0.5,0,0,0.3,19.8,2.5
2,2020-06-19 12:53:36,2020-06-19 12:58:35,1,.94,1,N,229,237,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,2020-06-05 11:13:03,2020-06-05 11:24:41,1,1.65,1,N,224,164,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
2,2020-06-22 14:23:27,2020-06-22 14:45:46,1,4.95,1,N,170,166,1,18.5,0,0.5,4.36,0,0.3,26.16,2.5
,2020-06-04 22:45:00,2020-06-04 23:00:00,,3.67,,,41,194,,14.06,0,0.5,4.58,6.12,0.3,25.56,0
,2020-06-23 18:38:50,2020-06-23 18:54:13,,.00,,,162,238,,9.7,1,0.5,0,0,0.3,16,2.5
1,2020-06-01 15:55:25,2020-06-01 16:00:54,1,.70,1,N,143,142,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
2,2020-06-14 20:46:24,2020-06-14 21:06:47,1,11.97,1,N,137,220,2,33.5,0.5,0.5,0,0,0.3,37.3,2.5
2,2020-06-16 20:03:07,2020-06-16 20:07:47,1,1.72,1,N,161,113,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2020-06-18 22:20:03,2020-06-18 22:25:59,1,3.21,1,N,137,232,2,11,0.5,0.5,0,0,0.3,14.8,2.5
1,2020-06-12 09:31:59,2020-06-12 09:37:44,1,1.20,1,N,249,186,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
,2020-06-24 16:51:09,2020-06-24 17:04:58,,2.03,,,41,116,,15.45,0,0,2.75,0,0.3,18.5,0
2,2020-06-12 08:16:44,2020-06-12 08:24:38,1,2.68,1,N,170,236,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
2,2020-06-25 09:50:16,2020-06-25 10:02:54,1,1.24,1,N,237,229,2,9.5,0,0.5,0,0,0.3,12.8,2.5
,2020-06-30 06:25:27,2020-06-30 06:34:31,,2.89,,,262,142,,10.93,0,0.5,1.86,0,0.3,16.09,2.5
,2020-06-18 10:11:00,2020-06-18 10:22:00,,2.22,,,89,71,,18.45,0,0.5,2.75,0,0.3,22,0
2,2020-06-26 16:03:48,2020-06-26 16:08:38,1,.78,1,N,237,236,2,5.5,0,0.5,0,0,0.3,8.8,2.5
1,2020-06-29 11:53:49,2020-06-29 12:01:13,1,2.00,1,N,170,236,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
,2020-06-29 09:02:00,2020-06-29 09:18:00,,3.27,,,4,140,,11.81,0,0.5,0,0,0.3,15.11,2.5
2,2020-06-23 22:45:13,2020-06-23 22:56:54,1,2.20,1,N,186,229,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
1,2020-06-29 10:46:17,2020-06-29 10:58:37,1,2.20,1,N,170,236,1,10.5,2.5,0.5,1.5,0,0.3,15.3,2.5
1,2020-06-28 16:51:31,2020-06-28 17:02:49,2,3.40,1,N,233,148,1,12.5,2.5,0.5,3.15,0,0.3,18.95,2.5
1,2020-06-26 14:59:26,2020-06-26 15:17:39,1,3.50,1,N,13,48,2,14.5,2.5,0.5,0,0,0.3,17.8,2.5
2,2020-06-03 18:09:21,2020-06-03 18:20:13,1,2.39,1,N,140,239,1,10,1,0.5,1.72,0,0.3,16.02,2.5
1,2020-06-16 16:01:27,2020-06-16 16:50:20,1,.00,1,N,14,68,1,32.2,0,0.5,0,0,0.3,33,0
2,2020-06-04 09:09:08,2020-06-04 09:15:04,3,1.31,1,N,142,161,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-06-23 13:20:03,2020-06-23 13:23:18,1,.30,1,N,48,48,2,4,2.5,0.5,0,0,0.3,7.3,2.5
,2020-06-24 03:46:00,2020-06-24 04:08:00,,9.41,,,50,190,,39.58,0,0.5,0,6.12,0.3,46.5,0
2,2020-06-11 11:44:23,2020-06-11 11:54:37,1,3.08,1,N,233,75,2,11,0,0.5,0,0,0.3,14.3,2.5
1,2020-06-29 09:12:56,2020-06-29 09:29:42,1,2.80,1,N,100,238,1,13.5,2.5,0.5,5,0,0.3,21.8,2.5
1,2020-06-24 09:34:22,2020-06-24 09:48:42,1,2.40,1,N,143,263,2,11.5,2.5,0.5,0,0,0.3,14.8,2.5
1,2020-06-27 18:07:10,2020-06-27 18:13:46,1,1.10,1,N,209,148,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
2,2020-06-15 18:07:19,2020-06-15 18:28:48,1,4.35,1,N,164,65,1,18,1,0.5,3.5,0,0.3,25.8,2.5
2,2020-06-24 14:49:43,2020-06-24 14:54:56,1,1.35,1,N,79,234,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
1,2020-06-02 17:43:20,2020-06-02 17:50:49,1,1.50,1,N,162,100,1,7.5,3.5,0.5,2.35,0,0.3,14.15,2.5
1,2020-06-17 08:06:13,2020-06-17 08:20:21,1,3.30,1,N,140,166,2,13,2.5,0.5,0,0,0.3,16.3,2.5
1,2020-06-17 10:48:44,2020-06-17 11:08:06,1,4.50,1,N,140,249,1,17.5,2.5,0.5,6.2,0,0.3,27,2.5
1,2020-06-19 14:52:47,2020-06-19 14:55:17,1,.40,1,N,42,166,2,4,0,0.5,0,0,0.3,4.8,0
,2020-06-14 15:14:00,2020-06-14 15:18:00,,.78,,,113,144,,7,0,0.5,2,0,0.3,12.3,2.5
2,2020-06-29 15:28:17,2020-06-29 15:35:54,1,.00,1,N,170,114,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-06-17 19:14:03,2020-06-17 19:17:48,6,1.13,1,N,237,162,1,5.5,1,0.5,1.2,0,0.3,11,2.5
1,2020-06-30 14:27:46,2020-06-30 14:45:38,1,3.30,1,N,246,148,1,14.5,2.5,0.5,0,0,0.3,17.8,2.5
2,2020-06-13 13:39:03,2020-06-13 13:46:53,1,1.90,1,N,262,162,2,-7.5,0,-0.5,0,0,-0.3,-10.8,-2.5
2,2020-06-16 09:54:15,2020-06-16 10:07:42,1,2.49,1,N,107,237,1,11,0,0.5,3.58,0,0.3,17.88,2.5
1,2020-06-14 01:42:07,2020-06-14 02:38:34,1,.00,1,N,122,201,1,39.2,0,0.5,0,0,0.3,40,0
2,2020-06-25 16:05:11,2020-06-25 16:15:01,1,1.76,1,N,233,113,2,8.5,0,0.5,0,0,0.3,11.8,2.5
1,2020-06-23 16:09:32,2020-06-23 16:11:37,1,.50,1,N,68,68,1,4,2.5,0.5,2.15,0,0.3,9.45,2.5
2,2020-06-17 18:17:23,2020-06-17 18:27:19,1,3.87,1,N,48,166,1,12.5,1,0.5,5.04,0,0.3,21.84,2.5
2,2020-06-07 12:43:09,2020-06-07 12:51:41,2,1.56,1,N,107,148,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5
2,2020-06-15 13:20:10,2020-06-15 13:39:59,3,3.24,1,N,229,233,1,14.5,0,0.5,1.5,0,0.3,19.3,2.5
1,2020-06-25 15:00:17,2020-06-25 15:04:43,1,.80,1,N,238,239,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,2020-06-15 08:16:36,2020-06-15 08:21:08,1,1.06,1,N,236,237,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,2020-06-23 22:36:53,2020-06-23 22:40:37,1,.89,1,N,170,233,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,2020-06-06 21:24:15,2020-06-06 21:42:24,1,5.01,1,N,249,263,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5
1,2020-06-23 14:20:27,2020-06-23 14:35:56,1,5.10,1,N,261,233,1,18,2.5,0.5,4,0,0.3,25.3,2.5
1,2020-06-24 17:52:37,2020-06-24 17:56:26,1,.70,1,N,262,140,2,5,3.5,0.5,0,0,0.3,9.3,2.5
2,2020-06-06 21:46:09,2020-06-06 22:06:40,1,3.84,1,N,189,37,1,16.5,0.5,0.5,5.34,0,0.3,23.14,0
1,2020-06-25 14:29:40,2020-06-25 14:42:07,1,2.10,1,N,141,239,1,10,2.5,0.5,2,0,0.3,15.3,2.5
2,2020-06-20 03:13:49,2020-06-20 03:26:39,1,5.31,1,N,151,233,1,17.5,0.5,0.5,2.13,0,0.3,23.43,2.5
2,2020-06-19 19:39:01,2020-06-19 19:44:44,1,.94,1,N,170,186,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2020-06-08 07:42:43,2020-06-08 07:46:22,1,.83,1,N,74,75,2,5,0,0.5,0,0,0.3,5.8,0
2,2020-06-10 05:41:29,2020-06-10 05:50:32,1,1.62,1,N,107,68,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020-06-25 18:34:41,2020-06-25 18:55:13,1,4.15,1,N,234,256,1,17,1,0.5,4.26,0,0.3,25.56,2.5
1,2020-06-29 09:48:27,2020-06-29 10:04:21,1,1.70,1,N,163,140,1,11.5,2.5,0.5,2,0,0.3,16.8,2.5
2,2020-06-15 11:28:31,2020-06-15 11:31:25,2,.59,1,N,50,48,2,4,0,0.5,0,0,0.3,7.3,2.5
1,2020-06-19 13:15:40,2020-06-19 13:23:06,1,1.20,1,N,75,262,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
2,2020-06-11 21:05:03,2020-06-11 21:23:30,1,4.68,1,N,143,107,1,17,0.5,0.5,3,0,0.3,23.8,2.5
1,2020-06-11 11:45:39,2020-06-11 11:51:53,1,1.30,1,N,237,236,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
2,2020-06-11 15:37:55,2020-06-11 15:51:35,1,3.13,1,N,162,238,1,12.5,0,0.5,2.37,0,0.3,18.17,2.5
2,2020-06-26 21:28:49,2020-06-26 21:35:18,1,1.72,1,N,249,107,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2020-06-24 17:24:19,2020-06-24 17:38:49,1,2.54,1,N,237,143,1,12,1,0.5,1.68,0,0.3,17.98,2.5
1,2020-06-27 06:00:53,2020-06-27 06:03:47,1,.70,1,N,234,137,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,2020-06-09 20:41:39,2020-06-09 20:42:01,1,.05,2,N,249,249,2,52,0,0.5,0,0,0.3,55.3,2.5
2,2020-06-22 13:29:20,2020-06-22 13:55:41,1,7.86,1,N,97,161,2,27,0,0.5,0,0,0.3,30.3,2.5
1,2020-06-25 09:40:41,2020-06-25 10:02:35,1,4.60,1,N,236,249,1,18,2.5,0.5,1,0,0.3,22.3,2.5
2,2020-06-05 10:13:23,2020-06-05 10:16:50,2,.63,1,N,237,141,1,4.5,0,0.5,1.95,0,0.3,9.75,2.5
2,2020-06-18 20:44:07,2020-06-18 20:48:56,1,1.27,1,N,114,249,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
1,2020-06-01 09:53:52,2020-06-01 10:04:49,1,1.90,1,N,239,237,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
1,2020-06-25 15:20:05,2020-06-25 15:25:54,1,.60,1,N,233,170,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-06-26 22:10:21,2020-06-26 22:18:34,1,1.50,1,N,68,164,1,7.5,3,0.5,9,0,0.3,20.3,2.5
1,2020-06-29 06:27:34,2020-06-29 06:36:15,1,1.70,1,N,186,161,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
1,2020-06-08 06:48:54,2020-06-08 06:52:17,1,.80,1,N,48,142,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-06-29 19:05:47,2020-06-29 19:12:11,1,1.40,1,N,234,249,1,7,3.5,0.5,1,0,0.3,12.3,2.5
2,2020-06-22 08:11:14,2020-06-22 08:24:45,1,3.59,1,N,162,74,1,13,0,0.5,4.08,0,0.3,20.38,2.5
2,2020-06-24 14:49:01,2020-06-24 14:57:08,1,2.17,1,N,170,145,1,9,0,0.5,0.4,6.12,0.3,18.82,2.5
2,2020-06-02 19:21:51,2020-06-02 19:30:15,1,2.82,1,N,43,74,1,10,1,0.5,2.86,0,0.3,17.16,2.5
2,2020-06-18 14:25:27,2020-06-18 14:43:29,1,2.18,1,N,263,229,2,12.5,0,0.5,0,0,0.3,15.8,2.5
2,2020-06-25 10:58:04,2020-06-25 11:07:06,1,1.29,1,N,116,42,2,8,0,0.5,0,0,0.3,8.8,0
,2020-06-10 23:45:00,2020-06-11 00:04:00,,11.58,,,82,191,,36.92,0,0.5,0,0,0.3,37.72,0
2,2020-06-05 09:04:10,2020-06-05 09:11:08,1,1.62,1,N,24,43,2,7.5,0,0.5,0,0,0.3,8.3,0
1,2020-06-19 09:05:23,2020-06-19 09:11:49,1,1.30,1,N,249,100,2,7,2.5,0.5,0,0,0.3,10.3,2.5
2,2020-06-26 15:04:26,2020-06-26 15:08:19,1,.65,1,N,249,158,2,4.5,0,0.5,0,0,0.3,7.8,2.5
1,2020-06-23 06:57:45,2020-06-23 07:06:39,1,1.70,1,N,230,229,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5
2,2020-06-27 21:34:52,2020-06-27 22:02:55,1,6.82,1,N,238,231,1,25,0.5,0.5,4.88,0,0.3,33.68,2.5
2,2020-06-17 19:05:39,2020-06-17 19:08:10,1,.55,1,N,74,74,1,4,1,0.5,0,0,0.3,5.8,0
1,2020-06-30 12:16:15,2020-06-30 12:29:30,1,1.60,1,N,79,158,1,9.5,2.5,0.5,2.55,0,0.3,15.35,2.5
2,2020-06-24 18:50:26,2020-06-24 18:55:59,1,1.07,1,N,236,141,2,6,1,0.5,0,0,0.3,10.3,2.5
1,2020-06-02 13:06:55,2020-06-02 13:13:57,1,1.40,1,N,170,107,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
2,2020-06-02 15:40:20,2020-06-02 15:51:41,1,2.50,1,N,236,164,2,11,0,0.5,0,0,0.3,14.3,2.5
2,2020-06-03 08:19:55,2020-06-03 08:31:25,3,4.47,1,N,262,107,1,14.5,0,0.5,5.34,0,0.3,23.14,2.5
1,2020-06-02 19:14:27,2020-06-02 19:31:03,1,6.20,1,N,249,24,1,20,3.5,0.5,4.85,0,0.3,29.15,2.5
1,2020-06-09 13:22:45,2020-06-09 13:26:39,1,.70,1,N,237,236,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
2,2020-06-30 17:45:42,2020-06-30 18:18:57,3,14.68,1,N,138,209,2,42.5,1,0.5,0,6.12,0.3,52.92,2.5
2,2020-06-15 21:13:40,2020-06-15 21:27:01,1,3.48,1,N,264,264,1,12.5,0.5,0.5,2.5,0,0.3,18.8,2.5
1,2020-06-26 16:28:26,2020-06-26 16:37:33,1,1.20,1,N,233,162,1,7.5,3.5,0.5,4,0,0.3,15.8,2.5
,2020-06-12 13:38:00,2020-06-12 13:49:00,,2.24,,,188,76,,14.91,0,0.5,2.75,0,0.3,18.46,0
2,2020-06-07 19:39:29,2020-06-07 19:45:43,1,1.06,1,N,237,229,1,6,0,0.5,1.86,0,0.3,11.16,2.5
1,2020-06-23 18:12:08,2020-06-23 18:56:44,1,.00,1,N,50,62,1,30.7,3.5,0.5,0,0,0.3,35,2.5
1,2020-06-12 08:33:17,2020-06-12 08:43:56,1,1.80,1,N,170,141,2,9,2.5,0.5,0,0,0.3,12.3,2.5
2,2020-06-24 00:16:16,2020-06-24 00:22:54,1,2.18,1,N,162,145,1,8.5,0.5,0.5,5.53,6.12,0.3,23.95,2.5
2,2020-06-26 17:45:48,2020-06-26 18:02:17,1,5.94,1,N,236,79,1,19.5,1,0.5,5.95,0,0.3,29.75,2.5
2,2020-06-09 17:51:07,2020-06-09 18:30:22,2,7.86,1,N,264,264,1,29,1,0.5,6.66,0,0.3,39.96,2.5
1,2020-06-24 10:03:45,2020-06-24 10:15:56,1,2.20,1,N,264,264,3,10,0,0.5,0,0,0.3,10.8,0
2,2020-06-17 11:50:53,2020-06-17 11:57:44,1,1.25,1,N,249,186,1,7,0,0.5,2.06,0,0.3,12.36,2.5
2,2020-06-21 13:03:09,2020-06-21 13:21:00,4,9.70,1,N,138,17,1,28,0,0.5,5.76,0,0.3,34.56,0
1,2020-06-14 22:53:38,2020-06-14 23:08:57,1,9.70,1,N,70,65,1,28,0.5,0.5,3,0,0.3,32.3,0
1,2020-06-10 10:13:21,2020-06-10 10:16:47,1,.80,1,N,237,236,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,2020-06-27 16:23:44,2020-06-27 16:23:49,1,.04,5,N,141,264,1,65,0,0.5,13.1,0,0,78.6,0
1,2020-06-03 08:17:34,2020-06-03 08:20:05,1,1.10,1,N,179,193,2,5,0,0.5,0,0,0.3,5.8,0
1,2020-06-05 13:51:44,2020-06-05 14:06:17,1,3.50,1,N,238,246,1,14,2.5,0.5,3.45,0,0.3,20.75,2.5
1,2020-06-06 20:11:28,2020-06-06 20:39:24,1,3.30,1,N,42,75,1,19.5,0.5,0.5,0,0,0.3,20.8,0
2,2020-06-26 23:09:00,2020-06-26 23:29:59,1,7.68,1,N,68,244,1,25,0.5,0.5,7.2,0,0.3,36,2.5
2,2020-06-25 20:49:04,2020-06-25 20:57:21,1,1.86,1,N,137,48,2,8,0.5,0.5,0,0,0.3,11.8,2.5
1,2020-06-12 11:58:09,2020-06-12 12:17:57,1,5.30,1,N,75,107,1,19.5,2.5,0.5,4.55,0,0.3,27.35,2.5
1,2020-06-05 00:20:36,2020-06-05 00:35:08,1,4.60,1,N,75,126,2,15.5,0.5,0.5,0,0,0.3,16.8,0
