VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
,2020-06-24 04:01:00,2020-06-24 04:38:00,,9.77,,,63,68,,45.7,0,0.5,0,0,0.3,46.5,0
,2020-06-02 11:12:39,2020-06-02 11:21:15,,.00,,,263,140,,9.7,0,0.5,0.65,0,0.3,15.65,2.5
2,2020-06-22 14:02:32,2020-06-22 14:08:42,1,.85,1,N,107,164,2,6,0,0.5,0,0,0.3,9.3,2.5
1,2020-06-04 06:54:11,2020-06-04 07:02:00,1,1.90,1,Y,4,229,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5
1,2020-06-25 16:02:54,2020-06-25 16:15:13,1,1.10,1,N,41,74,1,9,0,0.5,2.45,0,0.3,12.25,0
2,2020-06-15 09:38:45,2020-06-15 09:58:23,1,7.28,1,N,75,129,1,23,0,0.5,5.98,6.12,0.3,35.9,0
2,2020-06-04 14:46:55,2020-06-04 14:47:41,1,.15,1,N,41,41,2,3,0,0.5,0,0,0.3,3.8,0
2,2020-06-06 01:05:58,2020-06-06 01:18:45,1,1.32,1,N,223,223,1,10,0.5,0.5,2.26,0,0.3,13.56,0
1,2020-06-17 12:12:21,2020-06-17 12:27:47,1,1.90,1,N,249,137,1,11.5,2.5,0.5,3.7,0,0.3,18.5,2.5
2,2020-06-17 11:48:36,2020-06-17 11:57:13,2,1.41,1,N,239,143,2,8,0,0.5,0,0,0.3,11.3,2.5
,2020-06-21 20:52:00,2020-06-21 21:03:00,,1.89,,,151,74,,9.23,0,0.5,5.38,0,0.3,15.41,0
2,2020-06-10 18:43:48,2020-06-10 18:49:04,1,1.72,1,N,186,142,1,7,1,0.5,2.26,0,0.3,13.56,2.5
1,2020-06-30 10:12:41,2020-06-30 10:20:38,1,.80,1,N,140,263,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,2020-06-09 11:35:23,2020-06-09 11:43:06,1,1.90,1,N,170,141,1,8,2.5,0.5,1,0,0.3,12.3,2.5
,2020-06-01 06:02:00,2020-06-01 06:22:00,,13.18,,,215,74,,34.61,0,0.5,0,6.12,0.3,41.53,0
1,2020-06-24 23:09:02,2020-06-24 23:15:45,1,1.40,1,N,239,151,1,7.5,3,0.5,3.35,0,0.3,14.65,2.5
1,2020-06-29 18:40:46,2020-06-29 18:50:32,1,2.40,1,N,151,74,2,10,1,0.5,0,0,0.3,11.8,0
2,2020-06-22 18:09:50,2020-06-22 18:27:28,1,3.62,1,N,50,262,2,14.5,1,0.5,0,0,0.3,18.8,2.5
1,2020-06-08 09:39:41,2020-06-08 09:44:49,1,1.10,1,N,161,142,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
2,2020-06-24 17:33:02,2020-06-24 17:41:09,1,1.71,1,N,161,236,2,8.5,1,0.5,0,0,0.3,12.8,2.5
1,2020-06-02 18:03:04,2020-06-02 18:06:06,1,.50,1,N,236,237,2,4,3.5,0.5,0,0,0.3,8.3,2.5
1,2020-06-01 18:58:55,2020-06-01 19:10:20,1,2.30,1,N,68,79,1,10,3.5,0.5,2.86,0,0.3,17.16,2.5
1,2020-06-05 17:54:38,2020-06-05 18:07:12,1,2.70,1,N,237,238,2,11,3.5,0.5,0,0,0.3,15.3,2.5
,2020-06-29 13:46:00,2020-06-29 14:09:00,,3.90,,,155,188,,15.75,0,0.5,0,0,0.3,16.55,0
2,2020-06-22 17:21:56,2020-06-22 17:26:04,1,.65,1,N,239,142,2,5,1,0.5,0,0,0.3,9.3,2.5
,2020-06-13 04:42:30,2020-06-13 05:04:45,,14.30,,,181,168,,37.7,0,0.5,0,6.12,0.3,44.62,0
2,2020-06-05 11:36:17,2020-06-05 11:39:59,1,.68,1,N,141,262,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
2,2020-06-28 17:45:31,2020-06-28 18:00:28,2,3.50,1,N,186,232,1,14,0,0.5,3.46,0,0.3,20.76,2.5
2,2020-06-12 07:20:19,2020-06-12 07:28:53,1,1.60,1,N,140,161,2,8,0,0.5,0,0,0.3,11.3,2.5
2,2020-06-15 17:44:38,2020-06-15 17:51:00,1,.83,1,N,97,66,2,6,1,0.5,0,0,0.3,7.8,0
2,2020-06-23 12:08:58,2020-06-23 12:13:51,1,.85,1,N,238,236,1,5.5,0,0.5,1.32,0,0.3,10.12,2.5
,2020-06-16 12:44:45,2020-06-16 12:59:25,,1.78,,,264,229,,12.82,0,0,2.75,0,0.3,15.87,0
1,2020-06-20 07:40:29,2020-06-20 07:47:43,1,1.20,1,N,113,158,1,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,2020-06-20 16:58:10,2020-06-20 17:05:09,2,1.70,1,N,48,246,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
,2020-06-22 12:32:00,2020-06-22 12:47:00,,5.95,,,92,129,,24.86,0,0.5,2.75,0,0.3,28.41,0
2,2020-06-05 15:24:56,2020-06-05 15:33:06,1,2.49,1,N,239,186,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
,2020-06-24 18:07:10,2020-06-24 18:16:22,,1.20,,,234,224,,7.5,1,0.5,2.36,0,0.3,14.16,2.5
2,2020-06-06 04:52:32,2020-06-06 05:20:59,1,13.96,1,N,48,47,4,-40.5,-0.5,-0.5,0,0,-0.3,-44.3,-2.5
2,2020-06-08 16:23:20,2020-06-08 16:38:38,2,3.32,1,N,163,224,2,13.5,1,0.5,0,0,0.3,17.8,2.5
2,2020-06-23 12:35:36,2020-06-24 12:31:32,2,1.12,1,N,236,262,1,8,0,0.5,2.82,0,0.3,14.12,2.5
2,2020-06-23 22:56:39,2020-06-23 23:01:51,1,1.03,1,N,233,230,1,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-06-09 10:29:20,2020-06-09 10:46:40,1,2.72,1,N,230,230,2,13.5,0,0.5,0,0,0.3,16.8,2.5
2,2020-06-19 10:55:17,2020-06-19 10:59:34,2,.94,1,N,48,68,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-06-27 09:38:30,2020-06-27 09:44:08,1,1.59,1,N,236,163,1,7,0,0.5,1,0,0.3,11.3,2.5
2,2020-06-04 01:36:32,2020-06-04 01:48:45,1,7.86,1,N,75,88,1,22.5,0.5,0.5,1,0,0.3,27.3,2.5
2,2020-06-29 17:12:39,2020-06-29 17:38:44,1,4.38,1,N,230,151,1,20,1,0.5,4.86,0,0.3,29.16,2.5
1,2020-06-27 20:32:57,2020-06-27 20:39:15,1,1.20,1,N,263,236,1,6.5,3,0.5,2,0,0.3,12.3,2.5
1,2020-06-10 14:57:48,2020-06-10 15:06:07,1,1.70,1,N,141,262,1,8,2.5,0.5,1.13,0,0.3,12.43,2.5
2,2020-06-24 09:13:34,2020-06-24 09:35:15,1,1.51,1,N,236,141,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5
1,2020-06-24 17:23:19,2020-06-24 17:29:19,2,1.10,1,N,237,236,1,6.5,3.5,0.5,2.7,0,0.3,13.5,2.5
2,2020-06-01 15:39:33,2020-06-01 15:39:56,1,.00,1,N,207,207,2,2.5,0,0.5,0,0,0.3,3.3,0
2,2020-06-11 20:02:05,2020-06-11 20:04:40,1,1.01,1,N,137,79,1,5,0.5,0.5,0,0,0.3,8.8,2.5
,2020-06-27 20:58:00,2020-06-27 21:17:00,,5.81,,,24,107,,21.95,0,0.5,3,0,0.3,28.25,2.5
2,2020-06-15 12:57:09,2020-06-15 13:12:22,1,4.20,1,N,141,41,2,14.5,0,0.5,0,0,0.3,17.8,2.5
2,2020-06-16 10:00:34,2020-06-16 10:02:22,1,.39,1,N,236,236,1,3.5,0,0.5,1.36,0,0.3,8.16,2.5
,2020-06-11 02:11:00,2020-06-11 02:32:00,,8.93,,,247,68,,26.13,0,0.5,0,0,0.3,26.93,0
1,2020-06-11 16:46:24,2020-06-11 16:54:01,1,.00,1,N,50,100,1,5.7,3.5,0.5,1.5,0,0.3,11.5,2.5
1,2020-06-10 13:25:25,2020-06-10 13:36:50,2,1.80,1,N,100,233,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,2020-06-14 10:09:27,2020-06-14 10:17:24,1,2.00,1,N,229,142,1,8.5,2.5,0.5,3.5,0,0.3,15.3,2.5
2,2020-06-15 18:07:00,2020-06-15 18:14:55,2,1.73,1,N,234,233,1,8,1,0.5,3.08,0,0.3,15.38,2.5
1,2020-06-24 14:24:54,2020-06-24 14:27:54,1,.50,1,N,236,141,3,4,2.5,0.5,0,0,0.3,7.3,2.5
2,2020-06-01 07:27:15,2020-06-01 07:37:02,1,2.17,1,N,140,163,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,2020-06-05 17:58:11,2020-06-05 18:06:16,2,1.17,1,N,107,114,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
,2020-06-08 23:17:00,2020-06-08 23:31:00,,2.32,,,226,82,,9.09,0,0.5,0,0,0.3,9.89,0
2,2020-06-09 15:38:42,2020-06-09 16:05:18,1,5.33,1,N,237,116,1,20.5,0,0.5,0,0,0.3,23.8,2.5
1,2020-06-24 16:53:58,2020-06-24 17:10:17,1,2.80,1,N,230,262,1,13,3.5,0.5,4.7,0,0.3,22,2.5
2,2020-06-24 16:56:24,2020-06-24 17:40:48,2,14.42,3,N,79,1,1,64.5,1,0,15.91,13.75,0.3,97.41,0
2,2020-06-30 06:35:52,2020-06-30 06:58:17,1,8.97,1,N,263,80,1,28.5,0,0.5,9.54,0,0.3,41.34,2.5
1,2020-06-16 16:16:51,2020-06-16 16:24:02,1,1.40,1,N,137,148,1,7.5,3.5,0.5,2.35,0,0.3,14.15,2.5
2,2020-06-18 12:12:55,2020-06-18 12:29:04,1,4.35,1,N,100,75,1,16.5,0,0.5,1,0,0.3,20.8,2.5
,2020-06-16 13:37:09,2020-06-16 13:49:45,,2.10,,,236,161,,11,0,0.5,1.43,0,0.3,15.73,2.5
1,2020-06-30 09:14:30,2020-06-30 09:21:55,1,1.00,1,N,137,170,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
2,2020-06-19 10:30:39,2020-06-19 10:30:46,1,.00,5,N,237,237,1,12,0,0.5,3.06,0,0.3,18.36,2.5
1,2020-06-03 13:48:28,2020-06-03 13:57:21,1,2.00,1,N,75,162,1,9,2.5,0.5,1,0,0.3,13.3,2.5
2,2020-06-11 07:39:59,2020-06-11 07:45:43,1,1.24,1,N,48,163,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5
1,2020-06-22 07:41:43,2020-06-22 07:49:27,1,1.60,1,N,24,41,1,8.5,0.5,0.5,5,0,0.3,14.8,0
1,2020-06-04 11:57:23,2020-06-04 12:06:07,1,1.30,1,N,43,43,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
2,2020-06-28 17:50:57,2020-06-28 18:03:26,1,5.30,1,N,140,144,1,17,0,0.5,1.5,0,0.3,21.8,2.5
1,2020-06-07 06:53:05,2020-06-07 07:04:49,2,2.50,1,N,140,239,1,11.5,2.5,0.5,1,0,0.3,15.8,2.5
2,2020-06-30 13:28:36,2020-06-30 13:33:27,1,1.24,1,N,230,90,1,6,0,0.5,2.32,0,0.3,11.62,2.5
2,2020-06-11 14:58:43,2020-06-11 15:11:05,2,2.19,1,N,75,239,2,10.5,0,0.5,0,0,0.3,13.8,2.5
,2020-06-29 17:12:54,2020-06-29 17:32:02,,4.70,,,238,244,,16,1,0.5,1.78,0,0.3,19.58,0
2,2020-06-24 11:57:24,2020-06-24 12:44:33,1,9.82,1,N,90,188,1,37.5,0,0.5,0,0,0.3,40.8,2.5
2,2020-06-22 00:32:16,2020-06-22 00:37:00,1,1.06,1,N,186,137,1,5.5,0.5,0.5,1.4,0,0.3,10.7,2.5
2,2020-06-09 13:51:36,2020-06-09 13:57:40,2,1.14,1,N,236,141,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5
2,2020-06-06 19:29:33,2020-06-06 19:45:29,1,4.17,1,N,236,114,1,15,0,0.5,2.74,0,0.3,21.04,2.5
,2020-06-18 11:03:00,2020-06-18 11:21:00,,5.47,,,51,78,,33.16,0,0.5,2.75,0,0.3,36.71,0
2,2020-06-03 17:27:18,2020-06-03 17:46:53,1,2.62,1,N,231,68,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2020-06-28 11:23:45,2020-06-28 11:28:08,1,.95,1,N,68,68,1,5.5,0,0.5,1,0,0.3,9.8,2.5
2,2020-06-25 06:42:38,2020-06-25 06:57:27,5,3.88,1,N,41,126,2,14.5,0,0.5,0,0,0.3,15.3,0
1,2020-06-11 16:32:06,2020-06-11 16:40:57,1,1.10,1,N,74,41,1,7.5,1,0.5,0,0,0.3,9.3,0
1,2020-06-24 20:33:04,2020-06-24 20:40:05,1,1.60,1,N,79,186,2,7.5,3,0.5,0,0,0.3,11.3,2.5
2,2020-06-21 15:56:07,2020-06-21 16:16:55,2,6.76,1,N,148,43,1,21,0,0.5,0,0,0.3,24.3,2.5
1,2020-06-26 16:41:12,2020-06-26 17:21:45,1,5.60,1,N,234,42,2,28,3.5,0.5,0,0,0.3,32.3,2.5
2,2020-06-25 06:46:53,2020-06-25 06:47:59,1,.44,1,N,161,161,1,3.5,0,0.5,0.03,0,0.3,6.83,2.5
1,2020-06-29 18:37:24,2020-06-29 18:42:15,2,.60,1,Y,263,263,2,5,3.5,0.5,0,0,0.3,9.3,2.5
2,2020-06-06 11:12:56,2020-06-06 11:16:30,1,1.04,1,N,74,75,1,5,0,0.5,1,0,0.3,6.8,0
2,2020-06-06 19:22:47,2020-06-06 19:42:59,1,6.26,1,N,142,88,1,21,0,0.5,3,0,0.3,27.3,2.5
2,2020-06-19 02:19:08,2020-06-19 02:38:37,3,6.13,1,N,164,17,1,21,0.5,0.5,4.96,0,0.3,29.76,2.5
2,2020-06-03 10:16:47,2020-06-03 10:27:06,2,3.09,1,N,209,164,1,11,0,0.5,2.86,0,0.3,17.16,2.5
1,2020-06-17 17:10:46,2020-06-17 17:23:02,1,2.60,1,N,48,238,1,11.5,3.5,0.5,3.15,0,0.3,18.95,2.5
1,2020-06-14 14:27:13,2020-06-14 14:28:29,1,.30,1,N,179,7,2,3,0,0.5,0,0,0.3,3.8,0
2,2020-06-08 17:29:54,2020-06-08 17:39:24,1,1.79,1,N,164,249,2,9,1,0.5,0,0,0.3,13.3,2.5
1,2020-06-22 13:51:39,2020-06-22 13:56:48,1,.80,1,N,237,229,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
2,2020-06-26 08:45:03,2020-06-26 08:49:13,3,1.02,1,N,239,236,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-06-04 11:28:52,2020-06-04 12:09:17,1,12.85,1,N,138,74,1,41,0,0.5,10.08,6.12,0.3,60.5,2.5
2,2020-06-27 13:00:41,2020-06-27 13:09:08,1,1.39,1,N,237,236,2,8,0,0.5,0,0,0.3,11.3,2.5
1,2020-06-01 14:06:33,2020-06-01 14:35:35,2,7.30,1,N,137,129,3,25.5,2.5,0.5,0,0,0.3,28.8,2.5
2,2020-06-09 11:56:58,2020-06-09 12:09:48,1,2.69,1,N,236,143,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5
1,2020-06-05 12:39:25,2020-06-05 13:14:29,1,7.20,1,N,239,129,2,27.5,2.5,0.5,0,0,0.3,30.8,2.5
2,2020-06-18 23:29:32,2020-06-18 23:31:47,1,.97,1,N,141,233,1,4.5,0.5,0.5,2,0,0.3,10.3,2.5
2,2020-06-21 10:51:37,2020-06-21 11:03:11,1,4.06,1,N,68,24,1,13,0,0.5,4.08,0,0.3,20.38,2.5
2,2020-06-09 18:07:40,2020-06-09 18:19:37,4,2.54,1,N,141,145,1,11.5,1,0.5,1.58,0,0.3,17.38,2.5
1,2020-06-23 16:22:04,2020-06-23 16:38:08,1,1.80,1,N,236,162,1,11.5,3.5,0.5,3.15,0,0.3,18.95,2.5
1,2020-06-02 07:10:17,2020-06-02 07:19:59,1,2.40,1,N,262,161,2,10,2.5,0.5,0,0,0.3,13.3,2.5
1,2020-06-29 15:56:50,2020-06-29 16:00:58,1,.70,1,N,161,237,1,5,2.5,0.5,0.75,0,0.3,9.05,2.5
2,2020-06-12 06:16:38,2020-06-12 06:21:41,1,2.09,1,N,90,142,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,2020-06-09 09:08:03,2020-06-09 09:11:14,1,.58,1,N,162,162,1,4.5,0,0.5,1.17,0,0.3,8.97,2.5
1,2020-06-17 15:41:42,2020-06-17 15:57:41,1,1.00,1,N,140,237,1,10.5,2.5,0.5,2.07,0,0.3,15.87,2.5
2,2020-06-24 13:14:22,2020-06-24 13:25:01,6,1.78,1,N,163,140,1,8.5,0,0.5,1.25,0,0.3,13.05,2.5
1,2020-06-09 10:54:02,2020-06-09 11:00:53,0,1.40,1,N,262,74,2,7,0,0.5,0,0,0.3,7.8,0
1,2020-06-02 11:00:57,2020-06-02 11:11:12,1,2.00,1,N,68,230,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5
,2020-06-25 07:41:00,2020-06-25 07:47:00,,2.04,,,148,170,,10.26,0,0.5,2.94,0,0.3,16.5,2.5
2,2020-06-23 09:41:29,2020-06-23 09:45:34,5,.51,1,N,236,236,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
1,2020-06-20 18:42:44,2020-06-20 18:46:25,2,.50,1,N,230,162,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5
1,2020-06-23 12:14:50,2020-06-23 12:39:58,1,.00,1,N,79,247,1,28.2,0,0.5,0,0,0.3,29,0
2,2020-06-02 16:29:40,2020-06-02 16:40:38,1,2.90,1,N,50,234,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2020-06-02 12:54:52,2020-06-02 13:14:12,1,9.01,4,N,132,265,2,36,0,0.5,0,0,0.3,36.8,0
2,2020-06-13 08:40:24,2020-06-13 08:45:27,1,2.19,1,N,137,140,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,2020-06-08 18:55:41,2020-06-08 19:09:52,1,2.49,1,N,262,143,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
1,2020-06-12 16:58:13,2020-06-12 17:04:03,1,1.80,1,N,230,90,1,7,3.5,0.5,3.35,0,0.3,14.65,2.5
2,2020-06-23 18:32:17,2020-06-23 18:40:00,6,1.96,1,N,233,113,1,8,1,0.5,2.46,0,0.3,14.76,2.5
1,2020-06-03 14:04:36,2020-06-03 14:11:53,1,1.40,1,N,90,50,1,7.5,2.5,0.5,2.16,0,0.3,12.96,2.5
2,2020-06-25 19:38:22,2020-06-25 19:45:09,1,1.45,1,N,141,142,1,7.5,1,0.5,2.95,0,0.3,14.75,2.5
,2020-06-18 16:11:00,2020-06-18 16:25:00,,2.22,,,137,211,,15.59,0,0.5,3.11,0,0.3,22,2.5
1,2020-06-26 13:32:50,2020-06-26 13:42:53,1,1.40,1,N,239,142,2,8,2.5,0.5,0,0,0.3,11.3,2.5
1,2020-06-07 19:03:53,2020-06-07 19:39:58,1,.00,1,N,139,263,1,46.2,0,0.5,0,6.12,0.3,53.12,0
1,2020-06-02 11:18:28,2020-06-02 11:29:58,1,2.90,1,N,68,236,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5
1,2020-06-01 11:09:22,2020-06-01 11:22:53,1,.00,1,N,189,89,1,14.2,0,0.5,0,0,0.3,15,0
1,2020-06-14 17:50:01,2020-06-14 18:04:18,2,2.20,1,N,186,233,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5
2,2020-06-03 16:50:53,2020-06-03 16:59:23,1,1.75,1,N,142,162,1,8.5,1,0.5,0,0,0.3,12.8,2.5
1,2020-06-19 10:58:30,2020-06-19 11:19:12,2,2.70,1,N,151,74,2,15,0,0.5,0,0,0.3,15.8,0
1,2020-06-15 10:40:29,2020-06-15 10:43:33,1,1.40,1,N,211,234,1,6,2.5,0.5,2.75,0,0.3,12.05,2.5
2,2020-06-21 13:05:59,2020-06-21 13:31:52,1,9.32,1,N,151,138,1,29,0,0.5,7.18,6.12,0.3,43.1,0
2,2020-06-03 13:49:45,2020-06-03 14:19:55,1,6.02,1,N,55,22,1,25,0,0.5,2.75,0,0.3,28.55,0
1,2020-06-23 13:57:43,2020-06-23 14:09:52,1,1.90,1,N,68,162,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
1,2020-06-09 11:12:28,2020-06-09 11:22:15,3,2.00,1,N,264,87,2,9,2.5,0.5,0,0,0.3,12.3,2.5
1,2020-06-06 15:53:31,2020-06-06 16:00:21,1,1.60,1,N,237,236,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
,2020-06-18 00:05:23,2020-06-18 00:13:09,,1.73,,,181,61,,18.65,0,0.5,2.75,0,0.3,22.2,0
2,2020-06-02 16:35:43,2020-06-02 16:38:35,1,.66,1,N,239,239,1,4.5,1,0.5,2.2,0,0.3,11,2.5
2,2020-06-25 22:40:33,2020-06-25 22:48:25,2,2.44,1,N,41,262,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020-06-11 13:37:59,2020-06-11 13:46:07,4,1.75,1,N,236,238,2,8,0,0.5,0,0,0.3,11.3,2.5
1,2020-06-30 08:10:50,2020-06-30 08:16:47,1,1.30,1,N,236,75,1,6.5,2.5,0.5,1.96,0,0.3,11.76,2.5
1,2020-06-18 22:55:26,2020-06-18 23:00:45,0,2.00,1,N,48,107,2,7.5,3,0.5,0,0,0.3,11.3,2.5
2,2020-06-19 20:02:56,2020-06-19 20:09:02,1,1.03,1,N,162,186,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
1,2020-06-26 15:49:48,2020-06-26 16:02:44,1,.00,1,N,236,137,1,9,3.5,0.5,3.3,0,0.3,16.6,2.5
1,2020-06-07 17:31:23,2020-06-07 18:00:18,1,15.50,1,N,138,181,1,43.5,0,0.5,8.85,0,0.3,53.15,0
,2020-06-27 13:52:00,2020-06-27 14:03:00,,4.93,,,87,233,,13.19,0,0.5,2,0,0.3,18.49,2.5
1,2020-06-11 12:35:03,2020-06-11 13:03:34,1,11.90,1,N,75,3,2,32,0,0.5,0,0,0.3,32.8,0
2,2020-06-24 15:53:20,2020-06-24 15:57:00,1,.36,1,N,170,233,2,4,0,0.5,0,0,0.3,7.3,2.5
,2020-06-29 12:26:11,2020-06-29 12:34:19,,1.60,,,151,142,,8,0,0.5,1.13,0,0.3,12.43,2.5
1,2020-06-20 22:24:38,2020-06-20 22:25:15,1,.00,5,N,258,258,2,0.01,0,0,0,0,0.3,0.31,0
2,2020-06-24 13:42:41,2020-06-24 13:56:03,1,2.13,1,N,100,237,2,10.5,0,0.5,0,0,0.3,13.8,2.5
2,2020-06-01 15:23:26,2020-06-01 15:24:22,1,.00,1,N,193,193,1,0,0,0,0,0,0,0,0
1,2020-06-23 15:09:01,2020-06-23 15:15:49,1,1.50,1,N,263,75,2,7,2.5,0.5,0,0,0.3,10.3,2.5
1,2020-06-23 22:37:46,2020-06-23 22:41:59,1,.80,1,N,68,246,1,5,3,0.5,1,0,0.3,9.8,2.5
1,2020-06-15 16:59:22,2020-06-15 17:05:53,0,.80,1,N,74,41,2,5.5,1,0.5,0,0,0.3,7.3,0
2,2020-06-26 07:59:57,2020-06-26 08:08:07,1,2.17,1,N,141,170,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5
1,2020-06-29 10:13:53,2020-06-29 10:18:07,1,.80,1,N,186,234,1,5,2.5,0.5,1,0,0.3,9.3,2.5
1,2020-06-29 21:02:24,2020-06-29 21:15:26,1,3.30,1,N,142,145,1,13,3,0.5,2,0,0.3,18.8,2.5
2,2020-06-12 11:36:28,2020-06-12 11:50:02,1,3.84,1,N,79,88,1,14,0,0.5,3.46,0,0.3,20.76,2.5
1,2020-06-25 17:16:16,2020-06-25 17:18:34,1,.30,1,N,186,68,2,3.5,3.5,0.5,0,0,0.3,7.8,2.5
2,2020-06-06 19:21:10,2020-06-06 19:40:02,5,5.14,1,N,141,37,1,18.5,0,0.5,6.54,0,0.3,28.34,2.5
2,2020-06-18 13:34:09,2020-06-18 13:49:09,2,2.35,1,N,237,186,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5
1,2020-06-21 16:17:25,2020-06-21 17:03:23,1,.00,1,N,75,174,1,28.2,0,0.5,0,0,0.3,29,0
,2020-06-15 08:29:33,2020-06-15 08:38:10,,1.10,,,186,137,,7.5,0,0.5,1.62,0,0.3,12.42,2.5
2,2020-06-25 15:50:49,2020-06-25 15:55:55,4,.82,1,N,234,249,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-06-29 10:44:01,2020-06-29 10:46:27,2,1.02,1,N,50,246,1,5,0,0.5,1.66,0,0.3,9.96,2.5
,2020-06-23 12:36:00,2020-06-23 13:21:00,,7.50,,,123,37,,38.56,0,0.5,2.75,0,0.3,42.11,0
2,2020-06-09 06:47:12,2020-06-09 06:51:45,1,1.64,1,N,140,137,1,7,0,0.5,1.5,0,0.3,11.8,2.5
2,2020-06-03 06:41:55,2020-06-03 06:45:56,1,1.49,1,N,170,141,1,6,0,0.5,1,0,0.3,10.3,2.5
2,2020-06-11 10:55:38,2020-06-11 11:00:46,1,.93,1,N,262,140,1,6,0,0.5,2.33,0,0.3,11.63,2.5
2,2020-06-07 19:00:52,2020-06-07 19:01:56,2,.31,1,N,247,69,1,3,0,0.5,1.14,0,0.3,4.94,0
2,2020-06-20 16:39:32,2020-06-20 16:53:17,1,2.44,1,N,170,186,2,11.5,0,0.5,0,0,0.3,14.8,2.5
2,2020-06-03 17:11:05,2020-06-03 17:25:39,1,8.69,1,N,138,140,1,25,1,0.5,7.08,6.12,0.3,42.5,2.5
1,2020-06-07 18:11:34,2020-06-07 18:28:43,1,3.30,1,N,90,143,2,14,2.5,0.5,0,0,0.3,17.3,2.5
1,2020-06-20 07:30:10,2020-06-20 07:33:47,4,.90,1,N,48,142,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
1,2020-06-27 23:22:03,2020-06-27 23:31:10,1,2.00,1,N,249,246,1,9,3,0.5,1,0,0.3,13.8,2.5
1,2020-06-23 15:25:24,2020-06-23 15:32:56,1,1.90,1,N,161,142,1,8.5,2.5,0.5,2.95,0,0.3,14.75,2.5
1,2020-06-26 14:03:09,2020-06-26 14:43:42,1,.00,1,N,75,259,1,28.2,0,0.5,0,0,0.3,29,0
1,2020-06-30 09:46:17,2020-06-30 10:04:47,1,2.50,1,N,100,236,2,14,2.5,0.5,0,0,0.3,17.3,2.5
1,2020-06-05 15:21:33,2020-06-05 15:34:18,1,1.90,1,N,186,249,1,10,2.5,0.5,3.95,0,0.3,17.25,2.5
2,2020-06-06 14:32:44,2020-06-06 14:41:18,1,1.75,1,N,230,68,1,8,0,0.5,2.26,0,0.3,13.56,2.5
,2020-06-08 03:46:00,2020-06-08 04:09:00,,5.35,,,74,126,,17.85,0,0.5,0,0,0.3,18.65,0
2,2020-06-11 08:16:08,2020-06-11 08:26:21,1,2.30,1,N,238,236,1,9.5,0,0.5,2.56,0,0.3,17.31,2.5
1,2020-06-18 18:10:14,2020-06-18 18:21:22,1,2.00,1,N,107,100,1,10,3.5,0.5,1.43,0,0.3,15.73,2.5
1,2020-06-05 18:09:17,2020-06-05 18:29:18,1,8.20,1,N,48,244,1,24.5,3.5,0.5,5.76,0,0.3,34.56,2.5
2,2020-06-24 17:20:24,2020-06-24 18:03:56,1,10.24,1,N,48,136,2,33.5,1,0.5,0,0,0.3,37.8,2.5
1,2020-06-19 12:13:35,2020-06-19 12:16:23,1,.70,1,N,43,236,1,4,2.5,0.5,1.45,0,0.3,8.75,2.5
